input,asset_id,card_name,alt_url,alt_public_url,year,set,card_number,subject,variety,grading_company,grade,pop_at_grade,company_total_pop,index_total_pop,index_transaction_count,num_sales,last_sale_price,last_sale_date,last_sale_source,avg_last_3_sales,highest_sale,lowest_sale,scraped_at,listing_source,listing_grade,listing_grading_company,listing_price,listing_url,clean_last_sale_price,clean_last_sale_date,clean_last_sale_source,outliers_excluded,price_chg_30d_pct,price_chg_90d_pct,price_chg_1y_pct,mkt_cap_chg_30d_pct,volume_30d,volume_90d,volume_1y,pop_30d_ago,pop_chg_30d,median_last_3,sales_first_date,sales_total,history_days
asset:0042bd3f-4115-4509-9450-8dff450e459c,0042bd3f-4115-4509-9450-8dff450e459c,2009 Pokemon Beat of the Frontier Japanese 1st Edition Milotic #033,https://alt.xyz/research/0042bd3f-4115-4509-9450-8dff450e459c,https://alt.xyz/itm/820b148d-bd85-4096-802b-5dd4481c0d64/external,2009,Pokemon Beat of the Frontier  Japanese,033,Milotic,1st Edition,PSA,10.0,21,59,,,5,195.9,2025-07-09,eBay,176.9,288.0,42.0,2026-09-10T23:49:29,,,,,,195.9,2025-07-09,eBay,0,,,,,0,0,0,,,,2022-01-13,5,1
asset:0044fdef-cb4f-4504-ab08-35856cd933c8,0044fdef-cb4f-4504-ab08-35856cd933c8,2007 Pokemon Organized Play Series 5 Umbreon Gold Star #17,https://alt.xyz/research/0044fdef-cb4f-4504-ab08-35856cd933c8,,2007,Pokemon Organized Play Series 5,17,Umbreon Gold Star,,PSA,10.0,53,837,965,,20,216000.0,2026-08-09,PWCC Weekly Auctions,162973.33,216000.0,8400.0,2026-09-12T10:10:29,,,,,,8400,2025-10-19,PWCC Weekly Auctions,4,,,,,0,0,1,,,,2021-05-06,16,1
asset:0045280e-fc73-4342-bdfb-3e4a1dc15fb1,0045280e-fc73-4342-bdfb-3e4a1dc15fb1,2017 Best Pokemon the of XY Raikou #33,https://alt.xyz/research/0045280e-fc73-4342-bdfb-3e4a1dc15fb1,https://alt.xyz/itm/4fffb02c-a765-4c88-9505-ce069e5ea122/external,2017,Best,33,Raikou,Pokemon the  of XY,PSA,10.0,32,37,74,,7,58.0,2026-08-21,eBay,60.33,62.99,26.0,2026-09-13T11:38:22,,,,,,58,2026-08-21,eBay,0,0,0,57.87,,1,1,4,,,59.99,2024-12-25,7,1
asset:00467526-3241-4429-acd2-4f4d88738a06,00467526-3241-4429-acd2-4f4d88738a06,2017 Ultra Pokemon Sun and Moon Moon Japanese Palkia Gx #69,https://alt.xyz/research/00467526-3241-4429-acd2-4f4d88738a06,https://alt.xyz/itm/2c54ac90-edd8-4d40-9d9d-1da649543681/external,2017,Ultra,69,Palkia Gx,Pokemon Sun and Moon  Moon Japanese,PSA,10.0,103,166,197,,29,150.0,2026-08-25,eBay,129.0,164.99,26.0,2026-09-13T11:13:50,,,,,,150,2026-08-25,eBay,0,0,0,62.67,,1,1,8,,,122,2023-01-08,29,1
asset:00499bd9-1e80-4936-9d8c-6ccb2bf71434,00499bd9-1e80-4936-9d8c-6ccb2bf71434,1999 Pokemon Base Set Italian 1st Edition Holo Machamp #8,https://alt.xyz/research/00499bd9-1e80-4936-9d8c-6ccb2bf71434,https://alt.xyz/itm/c618afdb-ccb0-4d2e-a493-ef258c47607f/external,1999,Pokemon Base Set,8,Machamp,Italian 1st Edition Holo,PSA,10.0,12,424,570,,0,,,,,,,2026-09-12T13:03:31,,,,,,,,,0,,,,,0,0,0,,,,,0,1
asset:004a399d-6f1a-4a16-9964-7fc87a41d4e4,004a399d-6f1a-4a16-9964-7fc87a41d4e4,2024 Black Star Promos English Paradox Destinies Tins Holo Iron Crown Ex #146,https://alt.xyz/research/004a399d-6f1a-4a16-9964-7fc87a41d4e4,https://alt.xyz/itm/9d31b082-be3c-4f3b-8113-acd7fafaf527/external,2024,Black Star Promos,146,Iron Crown Ex,English Paradox Destinies Tins Holo,PSA,10.0,16,59,,,5,51.0,2026-07-05,eBay,56.66,89.99,26.0,2026-09-10T23:07:17,,,,,,51,2026-07-05,eBay,0,,75.86,,,0,1,5,,,51,2025-09-26,5,1
asset:004bc7bc-5700-4b41-98bf-9530fa6a3e1a,004bc7bc-5700-4b41-98bf-9530fa6a3e1a,2000 Pokemon Movie Prophecy of the Future #23,https://alt.xyz/research/004bc7bc-5700-4b41-98bf-9530fa6a3e1a,,2000,Pokemon Movie,23,Prophecy of the Future,,PSA,10.0,5,23,,,1,77.0,2024-01-16,eBay,77.0,77.0,77.0,2026-09-11T00:08:57,,,,,,77,2024-01-16,eBay,0,,,,,0,0,0,,,,2024-01-16,1,1
asset:004bd9c1-40ad-459f-9aaf-9f4c5e343bd5,004bd9c1-40ad-459f-9aaf-9f4c5e343bd5,2012 Next Destinies English Zekrom Ex #97,https://alt.xyz/research/004bd9c1-40ad-459f-9aaf-9f4c5e343bd5,https://alt.xyz/itm/b3698fad-1b75-4fac-932a-b8dc75704de5/external,2012,Next Destinies,97,Zekrom Ex,English,PSA,10.0,10,682,792,,4,2800.0,2024-06-29,eBay,2332.76,3050.0,995.0,2026-09-12T10:14:42,,,,,,2800,2024-06-29,eBay,0,,,,,0,0,0,,,,2021-08-28,4,1
asset:004df819-e36f-4257-947c-7a9321761a28,004df819-e36f-4257-947c-7a9321761a28,2006 Pokemon Ex Crystal Guardians Italian Celebi Gold Star Holo R #100,https://alt.xyz/research/004df819-e36f-4257-947c-7a9321761a28,,2006,Pokemon Ex Crystal Guardians Italian,100,Celebi Gold Star Holo R,,PSA,10.0,,,63,,0,,,,,,,2026-09-13T11:40:56,,,,,,,,,0,,,,,0,0,0,,,,,0,0
asset:004fbea1-f356-498d-9955-6b800e84c066,004fbea1-f356-498d-9955-6b800e84c066,1999 Pokemon Base Set German Ponyta #60,https://alt.xyz/research/004fbea1-f356-498d-9955-6b800e84c066,,1999,Pokemon Base Set,60,Ponyta,German,PSA,10.0,6,74,,,1,56.18,2023-08-29,eBay,56.18,56.18,56.18,2026-09-10T23:52:35,,,,,,56.18,2023-08-29,eBay,0,,,,,0,0,0,,,,2023-08-29,1,1
asset:005110be-8925-403c-b016-adeba5dda733,005110be-8925-403c-b016-adeba5dda733,2004 Pokemon Flight of Legends Japanese 1st Edition Slowpoke #44,https://alt.xyz/research/005110be-8925-403c-b016-adeba5dda733,,2004,Pokemon Flight of Legends Japanese,44,Slowpoke,1st Edition,PSA,10.0,18,60,,,5,670.0,2026-09-06,eBay,1091.0,2550.0,29.0,2026-09-10T23:27:38,,,,,,670,2026-09-06,eBay,0,-36.86,-36.86,2937.74,,1,1,2,,,1610,2023-09-19,5,1
asset:00512f99-3d18-4a78-a301-624442932c21,00512f99-3d18-4a78-a301-624442932c21,1999 Nissui Battle Seal Japanese Bulbasaur #24,https://alt.xyz/research/00512f99-3d18-4a78-a301-624442932c21,,1999,Nissui Battle Seal Japanese,24,Bulbasaur,,PSA,10.0,,,3,,0,,,,,,,2026-09-13T12:23:40,,,,,,,,,0,,,,,0,0,0,,,,,0,0
asset:00575ca9-4232-41ee-8cf5-22bf176a00d2,00575ca9-4232-41ee-8cf5-22bf176a00d2,2005 Ex Deoxys English Rayquaza #22,https://alt.xyz/research/00575ca9-4232-41ee-8cf5-22bf176a00d2,https://alt.xyz/itm/ceaabe4a-6700-448c-a959-bcebc8b79935/external,2005,Ex Deoxys,22,Rayquaza,English,PSA,10.0,75,367,636,,60,1399.0,2026-08-19,eBay,1383.0,1450.0,46.0,2026-09-12T10:19:51,,,,,,1399,2026-08-19,eBay,2,33.24,99.86,496.59,,2,6,15,,,1399,2021-07-18,58,1
asset:005a18a0-6e76-42cd-9240-c27e97fc2cdd,005a18a0-6e76-42cd-9240-c27e97fc2cdd,2023 Pokemon Blastoise and Suicune Ex Deck Japanese Mr. Mime #013,https://alt.xyz/research/005a18a0-6e76-42cd-9240-c27e97fc2cdd,https://alt.xyz/itm/4f87044a-a6a9-4a11-b8f0-20ab245c83ea/external,2023,Pokemon Blastoise and Suicune Ex Deck Japanese,013,Mr. Mime,,PSA,10.0,1233,1639,,,236,78.0,2026-09-05,eBay,72.67,180.32,4.94,2026-09-10T22:05:08,,,,,,78,2026-09-05,eBay,2,-21.2,9.86,56,,12,28,83,,,78,2024-02-11,183,1
asset:005aa953-75b1-4abf-802f-a649cba15918,005aa953-75b1-4abf-802f-a649cba15918,2001 Pokemon-E Base Expansion Pack 1st Edition Japanese Energy Charge #051,https://alt.xyz/research/005aa953-75b1-4abf-802f-a649cba15918,https://alt.xyz/itm/90d29205-8e4a-4d0a-96cf-724cba9cf34e/external,2001,Pokemon-E Base Expansion Pack 1st Edition Japanese,051,Energy Charge,,PSA,10.0,14,26,,,7,88.8,2026-09-06,PWCC Weekly Auctions,136.27,255.0,14.4,2026-09-10T23:58:53,,,,,,88.8,2026-09-06,PWCC Weekly Auctions,0,,164.46,,,2,2,3,,,171.9,2022-03-11,7,1
asset:005acba2-1be7-428b-b041-45e7a17c4a59,005acba2-1be7-428b-b041-45e7a17c4a59,1999 Pokemon Movie Animation Edition Black Logo Backs Evolution Die-Cuts Venusaur #3,https://alt.xyz/research/005acba2-1be7-428b-b041-45e7a17c4a59,,1999,Pokemon Movie Animation Edition Black Logo Backs Evolution Die-Cuts,3,Venusaur,,PSA,10.0,,,1,,0,,,,,,,2026-09-13T13:02:09,,,,,,,,,0,,,,,0,0,0,,,,,0,0
asset:005ba125-a55b-41a0-8831-a22cbaa63778,005ba125-a55b-41a0-8831-a22cbaa63778,2025 Pokemon TCG Mega Evolution Chi-Yu Reverse #031,https://alt.xyz/research/005ba125-a55b-41a0-8831-a22cbaa63778,,2025,Pokemon TCG Mega Evolution,031,Chi-Yu Reverse,,PSA,10.0,2,4,,,2,23.5,2026-06-21,eBay,22.5,23.5,21.5,2026-09-11T00:44:32,,,,,,23.5,2026-06-21,eBay,0,,9.3,,,0,1,2,,,23.5,2026-02-01,2,1
asset:005cf8c1-cbfe-4d04-a3c2-8bb60dc73c0d,005cf8c1-cbfe-4d04-a3c2-8bb60dc73c0d,2024 Scarlet and Violet High Class Pack Shiny Treasure Ex Indonesian Gardevoir Ex Sar #348,https://alt.xyz/research/005cf8c1-cbfe-4d04-a3c2-8bb60dc73c0d,,2024,Scarlet and Violet High Class Pack Shiny Treasure Ex Indonesian,348,Gardevoir Ex Sar,,PSA,10.0,,,2,,0,,,,,,,2026-09-13T12:57:02,,,,,,,,,0,,,,,0,0,0,,,,,0,0
asset:005f13a1-b583-4e0b-b83d-98a1a4b55d3f,005f13a1-b583-4e0b-b83d-98a1a4b55d3f,2018 Impact Pokemon Sun and Moon Super-Burst Slowpoke #24,https://alt.xyz/research/005f13a1-b583-4e0b-b83d-98a1a4b55d3f,https://alt.xyz/itm/04d6677e-471f-4995-a3bc-ea54b4b6ec45/external,2018,Impact,24,Slowpoke,Pokemon Sun and Moon Super-Burst,PSA,10.0,97,130,,,20,240.0,2026-09-08,eBay,216.67,530.49,187.5,2026-09-10T23:27:11,,,,,,240,2026-09-08,eBay,0,-26.91,-26.45,,,7,18,20,,,222.5,2026-03-07,20,1
asset:00612c7d-1d63-42c1-9792-2e5794884a2a,00612c7d-1d63-42c1-9792-2e5794884a2a,2003 Pokemon Skyridge Fast Ball #124,https://alt.xyz/research/00612c7d-1d63-42c1-9792-2e5794884a2a,,2003,Pokemon Skyridge,124,Fast Ball,,PSA,10.0,28,70,,,14,999.0,2026-07-06,eBay,363.0,999.0,12.8,2026-09-10T23:37:15,,,,,,50,2025-06-09,eBay,1,,,,,0,0,0,,,,2022-10-09,13,1
asset:00624b75-6f94-477c-a1c2-e22429d83d9e,00624b75-6f94-477c-a1c2-e22429d83d9e,2006 World Championship Decks English B-L-S Hiroki Yano Lugia Ex #105,https://alt.xyz/research/00624b75-6f94-477c-a1c2-e22429d83d9e,https://alt.xyz/itm/9c0f7066-e1a2-4df2-bce4-e1ca1a6d8b90/external,2006,World Championship Decks,105,Lugia Ex,English B-L-S Hiroki Yano,PSA,10.0,19,332,383,,13,5000.0,2026-08-22,eBay,3775.0,5000.0,222.5,2026-09-13T17:34:31,,,,,,5000,2026-08-22,eBay,0,78.95,59.04,844.44,,2,3,5,,,4250,2021-10-28,13,1
asset:006bb9ec-62ef-482a-b1b8-85519f9b54a1,006bb9ec-62ef-482a-b1b8-85519f9b54a1,2004 Pokemon Flight of Legends Japanese 1st Edition Ponyta #22,https://alt.xyz/research/006bb9ec-62ef-482a-b1b8-85519f9b54a1,,2004,Pokemon Flight of Legends Japanese,22,Ponyta,1st Edition,PSA,10.0,12,27,,,3,179.0,2026-08-19,eBay,104.4,179.0,67.0,2026-09-10T23:52:16,,,,,,179,2026-08-19,eBay,0,0.15,0.15,,,1,1,3,,,67.2,2026-05-03,3,1
asset:006d6853-4666-49d4-9d93-f80cdaba2d30,006d6853-4666-49d4-9d93-f80cdaba2d30,2022 Pokemon Sword and Shield Lost Origin Reverse Foil Clefairy #62,https://alt.xyz/research/006d6853-4666-49d4-9d93-f80cdaba2d30,,2022,Pokemon Sword and Shield Lost Origin Reverse Foil,62,Clefairy,,PSA,10.0,1,2,,,1,37.95,2024-03-16,eBay,37.95,37.95,37.95,2026-09-11T01:03:35,,,,,,37.95,2024-03-16,eBay,0,,,,,0,0,0,,,,2024-03-16,1,1
asset:006f62b4-3516-4e20-959d-76ed592be975,006f62b4-3516-4e20-959d-76ed592be975,2024 Pokemon Paradise Dragona Japanese Flygon Ex #27,https://alt.xyz/research/006f62b4-3516-4e20-959d-76ed592be975,https://alt.xyz/itm/0adda349-776e-4ea5-a0db-0eed3f70c944/external,2024,Pokemon Paradise Dragona Japanese,27,Flygon Ex,,PSA,10.0,100,115,,,47,32.4,2026-08-02,PWCC Weekly Auctions,27.3,35.99,6.5,2026-09-10T22:39:08,,,,,,32.4,2026-08-02,PWCC Weekly Auctions,0,,62.08,62,,0,1,5,,,32.4,2024-11-30,47,1
asset:006faf76-8bc8-4879-9032-fa61b2b26c61,006faf76-8bc8-4879-9032-fa61b2b26c61,2000 Pokemon Chrome Sparkle-Chrome Cloyster #91,https://alt.xyz/research/006faf76-8bc8-4879-9032-fa61b2b26c61,,2000,Pokemon Chrome Sparkle-Chrome,91,Cloyster,,PSA,10.0,6,13,,,6,1600.0,2026-06-17,eBay,850.0,1600.0,372.0,2026-09-11T00:34:44,,,,,,1600,2026-06-17,eBay,0,,,220,,0,1,2,,,1600,2024-09-15,6,1
asset:00704e00-4e2e-47e8-a6ad-e92d19b1e2b5,00704e00-4e2e-47e8-a6ad-e92d19b1e2b5,2018 Pokemon Sun and Moon Daiichi Pan December 2018 Pokemon Promotion Alolan Vulpix #293SMP,https://alt.xyz/research/00704e00-4e2e-47e8-a6ad-e92d19b1e2b5,https://alt.xyz/itm/7ed07254-1ee6-4636-9acb-3f5e27ab81e0/external,2018,Pokemon Sun and Moon Daiichi Pan December 2018 Pokemon Promotion,293SMP,Alolan Vulpix,,PSA,10.0,53,97,,,11,180.0,2026-08-28,eBay,190.0,260.0,40.0,2026-09-10T23:37:39,,,,,,180,2026-08-28,eBay,0,-10,-21.74,125,,1,2,4,,,180,2021-10-03,11,1
asset:007085fd-0ff3-4218-bf22-db2a9e05656e,007085fd-0ff3-4218-bf22-db2a9e05656e,2018 Pokemon Dragon Storm Japanese Magikarp #15,https://alt.xyz/research/007085fd-0ff3-4218-bf22-db2a9e05656e,https://alt.xyz/itm/de87068b-491d-4ef7-8c55-19a7f3c75600/external,2018,Pokemon Dragon Storm,15,Magikarp,Japanese,PSA,10.0,109,134,145,,15,57.0,2026-09-08,eBay,54.73,214.5,14.4,2026-09-13T11:19:32,,,,,,57,2026-09-08,eBay,0,-57.78,-66.47,-73.43,,5,7,11,,,57,2023-11-12,15,1
asset:00716de1-2172-430b-af08-50edf1dce904,00716de1-2172-430b-af08-50edf1dce904,2019 Pokemon Sun and Moon Hidden Fates Koffing #28,https://alt.xyz/research/00716de1-2172-430b-af08-50edf1dce904,,2019,Pokemon Sun and Moon Hidden Fates,28,Koffing,,PSA,10.0,6,13,,,1,10.76,2022-05-08,eBay,10.76,10.76,10.76,2026-09-11T00:33:54,,,,,,10.76,2022-05-08,eBay,0,,,,,0,0,0,,,,2022-05-08,1,1
asset:0074efd9-fdd6-44cd-abf6-bc1c2ed99e2b,0074efd9-fdd6-44cd-abf6-bc1c2ed99e2b,2013 Pokemon Black and White Plasma Freeze Nidorina #41,https://alt.xyz/research/0074efd9-fdd6-44cd-abf6-bc1c2ed99e2b,,2013,Pokemon Black and White Plasma Freeze,41,Nidorina,,PSA,10.0,1,1,,,1,42.0,2025-05-02,eBay,42.0,42.0,42.0,2026-09-11T00:58:50,,,,,,42,2025-05-02,eBay,0,,,,,0,0,0,,,,2025-05-02,1,1
asset:00771025-85ad-464d-b9a3-945a955f3a3e,00771025-85ad-464d-b9a3-945a955f3a3e,2000 Pokemon Tv Animation Series 3 Pop-Ups #25 Pikachu #2,https://alt.xyz/research/00771025-85ad-464d-b9a3-945a955f3a3e,,2000,Pokemon Tv Animation Series 3 Pop-Ups,2,#25 Pikachu,,PSA,10.0,,,1,,0,,,,,,,2026-09-13T13:03:58,,,,,,,,,0,,,,,0,0,0,,,,,0,0
asset:0077d307-8ff5-4ad1-9bb1-57d49aa5645f,0077d307-8ff5-4ad1-9bb1-57d49aa5645f,2018 Pokemon Sun and Moon Lost Thunder Blacephalon Gx #199,https://alt.xyz/research/0077d307-8ff5-4ad1-9bb1-57d49aa5645f,,2018,Pokemon Sun and Moon Lost Thunder,199,Blacephalon Gx,,PSA,10.0,49,144,,,21,240.0,2026-05-14,eBay,248.96,306.88,24.5,2026-09-10T23:22:40,,,,,,240,2026-05-14,eBay,0,,,252.42,,0,0,7,,,240,2021-03-10,20,1
asset:00795773-0b39-4257-8853-47e5b28b442b,00795773-0b39-4257-8853-47e5b28b442b,2021 Mcdonald's Pokemon TCG Collection Pikachu Stamp [25th Anniversary] Confetti #25,https://alt.xyz/research/00795773-0b39-4257-8853-47e5b28b442b,,2021,Mcdonald's,25,Pikachu Stamp [25th Anniversary] Confetti,Pokemon TCG  Collection,PSA,10.0,,,12,,0,,,,,,,2026-09-13T12:04:10,,,,,,,,,0,,,,,0,0,0,,,,,0,0
asset:007a3394-ddf8-4d7f-86bf-208cb6e0f07f,007a3394-ddf8-4d7f-86bf-208cb6e0f07f,2023 Crown Zenith English Duraludon V #103,https://alt.xyz/research/007a3394-ddf8-4d7f-86bf-208cb6e0f07f,https://alt.xyz/itm/1c86f382-b9e2-4245-bdcb-4af9921c23f8/external,2023,Crown Zenith,103,Duraludon V,English,PSA,10.0,43,98,,,21,31.12,2026-05-30,eBay,31.12,35.0,11.5,2026-09-10T22:51:20,,,,,,31.12,2026-05-30,eBay,0,,,60.27,,0,0,5,,,32.05,2023-03-14,21,1
asset:007cb25f-826d-415f-b72b-374a6f1d080e,007cb25f-826d-415f-b72b-374a6f1d080e,2004 Pokemon Ex Fire Red Leaf Green Italian Bulbasaur #55,https://alt.xyz/research/007cb25f-826d-415f-b72b-374a6f1d080e,,2004,Pokemon Ex Fire Red Leaf Green,55,Bulbasaur,Italian,PSA,10.0,,,1,,0,,,,,,,2026-09-13T13:12:24,,,,,,,,,0,,,,,0,0,0,,,,,0,0
asset:007fb38e-4a04-4b8a-9bc3-e4111d1fe3a9,007fb38e-4a04-4b8a-9bc3-e4111d1fe3a9,2014 Pokemon XY Phantom Forces Manectric Ex #113,https://alt.xyz/research/007fb38e-4a04-4b8a-9bc3-e4111d1fe3a9,https://alt.xyz/itm/5f9a809a-719c-43a9-8d7b-a455d2acce5b/external,2014,Pokemon XY Phantom Forces,113,Manectric Ex,,PSA,10.0,19,304,,,12,5400.0,2026-08-30,eBay,2206.3,5400.0,65.0,2026-09-10T22:54:21,,,,,,593.91,2025-09-17,eBay,1,,,,,0,0,1,,,,2021-05-17,11,1
asset:00808341-1ffd-46c5-8aae-dfa9cb05e5b2,00808341-1ffd-46c5-8aae-dfa9cb05e5b2,2003 Pokemon Aquapolis Reverse Holo Vileplume #43,https://alt.xyz/research/00808341-1ffd-46c5-8aae-dfa9cb05e5b2,,2003,Pokemon Aquapolis,43,Vileplume,Reverse Holo,PSA,10.0,9,110,,,4,1600.0,2026-08-25,eBay,1090.0,1600.0,129.99,2026-09-10T23:28:22,,,,,,1600,2026-08-25,eBay,0,35.11,52.1,,,1,1,3,,,1270,2023-08-27,4,1
asset:0081d561-2f7d-4e0e-a147-07adbbe70a6c,0081d561-2f7d-4e0e-a147-07adbbe70a6c,2005 Pokemon Ex Emerald Reverse Holo Glalie #13,https://alt.xyz/research/0081d561-2f7d-4e0e-a147-07adbbe70a6c,https://alt.xyz/itm/11e266be-3f9a-4a53-8faf-03d5d04133af/external,2005,Pokemon Ex Emerald,13,Glalie,Reverse Holo,PSA,10.0,6,19,,,1,19.2,2023-02-12,PWCC Weekly Auctions,19.2,19.2,19.2,2026-09-10T23:56:44,,,,,,19.2,2023-02-12,PWCC Weekly Auctions,0,,,,,0,0,0,,,,2023-02-12,1,1
asset:0082d292-4097-4406-a734-4f78b655bf8a,0082d292-4097-4406-a734-4f78b655bf8a,1999 Pokemon Fossil 1st Edition Magmar #39,https://alt.xyz/research/0082d292-4097-4406-a734-4f78b655bf8a,https://alt.xyz/itm/e6d9b62a-03a4-4ddb-9f1f-ba0ede28fd53/external,1999,Pokemon Fossil,39,Magmar,1st Edition,PSA,10.0,443,2476,,,237,336.0,2026-09-06,PWCC Weekly Auctions,408.67,460.0,25.0,2026-09-10T22:03:36,,,,,,336,2026-09-06,PWCC Weekly Auctions,0,-4.44,19.69,115,,7,17,46,,,430,2022-05-10,181,1
asset:00838c2b-bec1-4549-8734-31606dae6272,00838c2b-bec1-4549-8734-31606dae6272,1996 Pokemon Base Set Japanese Arcanine #059,https://alt.xyz/research/00838c2b-bec1-4549-8734-31606dae6272,https://alt.xyz/itm/f1fb06b2-52c6-4669-8247-e31b72c3a385/external,1996,Pokemon Base Set Japanese,059,Arcanine,,PSA,10.0,205,636,919,,89,449.0,2026-09-07,eBay,483.0,2962.89,41.0,2026-09-12T10:11:39,,,,,,449,2026-09-07,eBay,3,5.65,-26.39,290.43,,2,10,22,,,449,2021-04-05,85,1
asset:0084af5f-f7a2-4cf9-8c94-6149ab59f343,0084af5f-f7a2-4cf9-8c94-6149ab59f343,2000 Pokemon Team Rocket German 1st Edition Mankey #61,https://alt.xyz/research/0084af5f-f7a2-4cf9-8c94-6149ab59f343,,2000,Pokemon Team Rocket,61,Mankey,German 1st Edition,PSA,10.0,10,35,,,5,224.93,2026-06-11,eBay,136.29,224.93,39.6,2026-09-11T00:09:04,,,,,,144.35,2025-06-16,eBay,1,,,,,0,0,0,,,,2024-08-18,4,1
asset:0087063b-1542-4441-9048-a32b5486e6b5,0087063b-1542-4441-9048-a32b5486e6b5,2013 Pokemon Black and White Plasma Blast Holo Haxorus #69,https://alt.xyz/research/0087063b-1542-4441-9048-a32b5486e6b5,,2013,Pokemon Black and White Plasma Blast,69,Haxorus,Holo,PSA,10.0,3,45,,,2,300.01,2022-10-07,eBay,275.5,300.01,251.0,2026-09-10T23:50:47,,,,,,300.01,2022-10-07,eBay,0,,,,,0,0,0,,,,2022-10-02,2,1
asset:0087c815-be87-43b8-8a0a-8b16496d2af2,0087c815-be87-43b8-8a0a-8b16496d2af2,2005 Organized Play Series 2 Venusaur #6,https://alt.xyz/research/0087c815-be87-43b8-8a0a-8b16496d2af2,,2005,Organized Play Series 2,6,Venusaur,,PSA,10.0,,,2,,0,,,,,,,2026-09-13T12:32:51,,,,,,,,,0,,,,,0,0,0,,,,,0,0
asset:008a75f2-43ec-46b1-a9e6-c65e01734f11,008a75f2-43ec-46b1-a9e6-c65e01734f11,2006 Pokemon Ex Legend Maker Fieldworker #73,https://alt.xyz/research/008a75f2-43ec-46b1-a9e6-c65e01734f11,https://alt.xyz/itm/b44e5577-158b-4856-b635-e9958f03de70/external,2006,Pokemon Ex Legend Maker,73,Fieldworker,,PSA,10.0,20,101,,,9,1274.24,2026-03-07,eBay,576.41,1274.24,29.88,2026-09-10T23:27:59,,,,,,1274.24,2026-03-07,eBay,0,,,,,0,0,2,,,,2022-11-01,9,1
asset:008b09fb-0d89-408a-b310-9587d937d97d,008b09fb-0d89-408a-b310-9587d937d97d,2019 Pokemon Sword and Shield Black Star Promos Italian Lugia?(Staff)/(Vivid Voltage Prerelease Staff) P #SWSH069,https://alt.xyz/research/008b09fb-0d89-408a-b310-9587d937d97d,,2019,Pokemon Sword and Shield Black Star Promos Italian,SWSH069,Lugia?(Staff)/(Vivid Voltage Prerelease Staff) P,,PSA,10.0,,,6,,0,,,,,,,2026-09-13T12:14:18,,,,,,,,,0,,,,,0,0,0,,,,,0,0
asset:008e0e64-9a93-4fed-a811-55873456f624,008e0e64-9a93-4fed-a811-55873456f624,2019 Pokemon Sun and Moon Unified Minds Naganadel Gx #160,https://alt.xyz/research/008e0e64-9a93-4fed-a811-55873456f624,https://alt.xyz/itm/a89a9c74-52ec-48e3-ab7c-98c52d826dfd/external,2019,Pokemon Sun and Moon Unified Minds,160,Naganadel Gx,,PSA,10.0,124,218,,,41,45.0,2026-08-28,PWCC Fixed Price,71.87,125.0,10.5,2026-09-10T22:58:33,,,,,,45,2026-08-28,PWCC Fixed Price,0,-10.59,-44.39,69.14,,1,2,10,,,45.6,2021-02-23,41,1
asset:008e1c36-c2cd-4ffb-850f-87ea784e6850,008e1c36-c2cd-4ffb-850f-87ea784e6850,"2005 Golden Sky, Silvery Ocean Japanese 1st Edition Eevee #79",https://alt.xyz/research/008e1c36-c2cd-4ffb-850f-87ea784e6850,https://alt.xyz/itm/e14c3613-e0cd-41eb-944e-1f0722ba7400/external,2005,"Golden Sky, Silvery Ocean",79,Eevee,Japanese 1st Edition,PSA,10.0,50,105,128,,19,300.0,2026-08-30,PWCC Weekly Auctions,361.0,450.0,56.0,2026-09-13T11:21:39,,,,,,300,2026-08-30,PWCC Weekly Auctions,0,11,67.34,202.75,,2,3,10,,,333,2021-11-13,19,1
asset:008e7ef5-e3a4-4aba-b0ea-239ab24d98b8,008e7ef5-e3a4-4aba-b0ea-239ab24d98b8,2020 Pokemon Sword and Shield Vivid Voltage Reverse Holo Tornadus #142,https://alt.xyz/research/008e7ef5-e3a4-4aba-b0ea-239ab24d98b8,,2020,Pokemon Sword and Shield Vivid Voltage,142,Tornadus,Reverse Holo,PSA,10.0,4,9,,,4,4.25,2022-03-06,eBay,8.75,19.5,4.25,2026-09-11T00:40:57,,,,,,4.25,2022-03-06,eBay,0,,,,,0,0,0,,,,2022-01-31,4,1
asset:0090abf5-7d43-4de9-ba2f-890ba298adc2,0090abf5-7d43-4de9-ba2f-890ba298adc2,2025 Pokemon TCG Scarlet & Violet Destined Rivals Team Rocket's Sneasel #128,https://alt.xyz/research/0090abf5-7d43-4de9-ba2f-890ba298adc2,https://alt.xyz/itm/a5ae7faf-f6b6-42a7-b0c1-7aa7834c54f0/external,2025,Pokemon TCG Scarlet & Violet Destined Rivals,128,Team Rocket's Sneasel,,PSA,10.0,5,34,,,2,81.0,2026-05-05,eBay,53.5,81.0,26.0,2026-09-11T00:01:27,,,,,,81,2026-05-05,eBay,0,,,,,0,0,2,,,53.5,2026-04-29,2,1
